index,chunk_num,text
1119,0,If no motion is detected the code.
1120,0,Inside the else portion will run instead printing the message no one.
1121,0,Now let us understand how to complete the test code for the PIR motion sensor.
1122,0,"After adding the print some one block under the if section, we also need to add the print no one block under the L section."
1123,0,This ensures that the system responds correctly.
1124,0,"Based on whether motion is detected or not, once both blocks are placed in the correct positions, the program becomes complete."
1125,0,The forever loop continuously checks for movement.
1126,0,"If motion is detected by the PIR sensor, the system prints the word someone in the serial monitor."
1127,0,"If no movement is detected, the system prints the message No one."
1128,0,This completed code allows us to clearly observe how the PIR sensor responds in real time.
1129,0,"When we upload the code to Arduino and open the serial monitor, we can see the live output as a person moves in front of the."
1130,0,Sensor the serial monitor prints someone.
1131,0,"When no motion is detected, the serial monitor prints no one."
1132,0,This helps verify that the sensor and the code are working correctly.
1133,0,---------Code-box video 25 -----------
1134,0,Photo resistor is a photoelectric device that operates according to the principle of semiconductor photoconductivity.
1135,0,It can sense the brightness of the surrounding environment and convert it into an analog value that.
1136,0,Changes based on light intensity.
1137,0,"In this activity, we will learn how to read the analog value of the photoresistor using Kids Block."
1138,0,"First, open the code file by clicking the file button and selecting Load from your computer or open the downloaded code from your desktop."
1139,0,You can also build the program.
1140,0,Manually begin by dragging the when Arduino begin block.
1141,0,Then go to the serial category and choose the begin board rate block and set it to 9600 and place it under the begin block.
1142,0,Next go to control and drag the forever block.
1143,0,Then return to cereal and drag the print block.
1144,0,And place it inside the forever loop.
1145,0,Now go to the light category and select the read the value of light block and insert it into the print block so that the sensor value will be displayed.
1146,0,Add a wait half second block below it to clearly observe changes.
1147,0,Upload the code to the board after uploading.
1148,0,Open the serial monitor.
1149,0,You will now see the analog values of the photoresistor changing continuously.
1150,0,"When you cover the sensor with your hand, the value drops."
1151,0,"When you shine more light, the value rises."
1152,0,This confirms that the photo resistor is working correctly and can detect real time changes in brightness.
1153,0,Hello so today we will learn how project 21 sound controlled LED works by explaining the code block step by step followed by wiring and output.
1154,0,First take the when Arduino begin block.
1155,0,This block runs only once when the board is powered on.
1156,0,"Inside this block, take the Set Pin IO 25 mode output block."
1157,0,This tells the Arduino that the LED connected to pin IO25 will be used as an output device.
1158,0,"Next, take the forever block."
1159,0,This block keeps the program running continuously.
1160,0,"Inside the forever block, take the IF else block."
1161,0,"In the condition section, place the block read the value of sound IO 33 greater than 100."
1162,0,This block checks whether the sound sensor is detecting a loud sound greater than the set threshold value.
1163,0,"Inside the if part, take the LED pin IO 25 out high block."
1164,0,This turns the LED on when a loud sound is detected.
1165,0,After that at a wait 2 seconds block.
1166,0,So the LED stays on for a short time.
1167,0,"Inside the else part, take the LED pin IO 25 out low block."
1168,0,This turns the LED off when the sound level is low.
1169,0,Now let's understand the wiring.
1170,0,Connect the sound sensor signal pin to IO33 on the board and connect its VCC and GND properly.
1171,0,Connect the LED to pin IO25 and G&D so it can be controlled by the Arduino.
1172,0,"Finally, the output."
1173,0,"When the board is powered, the LED stays off in silence when you clap or make a loud sound."
1174,0,"With the sensor, the sound value crosses the threshold and the LED turns on when the sound stops the LED."
1175,0,"Hello everyone, in this video we are going to create project 20 light pillar where a dot matrix display is automatically controlled using a photo resistor and an Arduino ESP 32 board."
1176,0,"We begin by opening the Wiz Robo application, creating a new project, and selecting the Wiz Inventor Kit as the board."
1177,0,"Once the programming interface opens, we move to the coding section and start with the One Arduino Begin block."
1178,0,In this block we initialize the dot matrix displayed by setting the DIN pin to IO23.
1179,0,The CLK pin to IO 18 and the CS pin to IO 15.
1180,0,We also declare a global integer variable named light and set its initial value to 0.
1181,0,"Next, we use the forever loop to continuously read the surrounding light level."
1182,0,The photoresistor connected to analog pin IO 33 is red and mapped from a range of.
1183,0,"Zero to 4095 into zero to seven, which represents the height of the light pillar on the dot matrix."
1184,0,"Before drawing, the display is cleared by filling it with black."
1185,0,"Then vertical red lines are drawn on the matrix using the mapped light value, forming a light pillar whose height changes in real time for the."
1186,0,"Hiring The photo resistor is connected to power ground and analog pin IO 33, allowing the ESP 32 to detect changes in light intensity."
1187,0,"The dot matrix display is connected using the specified BIN, CLK and CSS pins."
1188,0,"As the light around the photo resistor changes, its resistance varies, causing the displayed light pillar to grow taller in bright conditions and shorter and darker conditions"
1188,1,", demonstrating automatic light based control of the display."
1189,0,"Hello everyone, in this video we are going to create Project 19 dimming lamp where we control the brightness of an LED using a potentiometer and an Arduino ESP 32 board to begin."
1190,0,"We open the Wiz Robo application and create a new project, then select the board as the Wise Inventor Kit."
1191,0,"Once the board is selected, the programming interface opens and we move to the coding section."
1192,0,"We start by using the one Arduino begin block, which runs once when the board is powered on."
1193,0,Inside this block we declare a global variable named pot and set its initial value to 0.
1194,0,Next we add a forever loop to continuously read the potentiometer value.
1195,0,"Inside this loop, the variable pod is set using the map."
1196,0,Block which reads the analog value from pin IO 33 and maps it from a range of 0 to 4095 into 0 to 255.
1197,0,"This mapped value is then used in the analog write block to control the brightness of an LED connected to pin IO25, allowing the LED brightness to change smoothly as the potentiometer."
1198,0,Was turned for the wiring.
1199,0,The potentiometer has three pins.
1200,0,"1 outer pin is connected to three volts, the other outer pin is connected to ground and the middle pin is connected to the analog pin IO 33."
1201,0,The LED is connected with its positive terminal to IO25 and its negative terminal to ground.
1202,0,Enabling the ESP 32 to control the LED using a PWM signal.
1203,0,"The potentiometer works by changing its resistance, which alters the voltage across it."
1204,0,"The ESP 32 reads this voltage as a value between 0 and 4095, then converts it into a value between 0 and 200."
1205,0,"55 to adjust the LED brightness after completing the wiring and uploading the program to the board, rotating the potentiometer changes the LED brightness smoothly from dim to bright"
1205,1,", confirming that the dimming lamp project is working successfully."
1206,0,Hello in this video we are going to create a project named Beating heart which is project 18 and in this project we will display a beating heart animation using an Arduino board and an 8 by 8 matrix
1206,1,using an Arduino board and an 8 by 8 matrix display.
1207,0,Let us start.
1208,0,By opening the Wiz Robo application.
1209,0,Now create a new project and select the board as was Inventor Kit.
1210,0,"After selecting the board, the programming interface opens and we move to the coding section."
1211,0,First we use the block when Arduino begin which runs once when the board is powered on inside this block.
1212,0,"We initialized the matrix displayed by setting the DIN pin to IO23, CLK pin to IO 18, and CS pin to IO15, and then we set the brightness level so the display is clearly visible."
1213,0,"Next we move to the forever loop, which runs continuously."
1214,0,Inside this loop we first clear the matrix.
1215,0,Display by filling it with black color.
1216,0,After that we draw a heart shape using multiple draw line blocks with red color.
1217,0,Then we use the refresh display block so the heart appears on the dot matrix.
1218,0,We add a weight of one second to control the beating speed.
1219,0,"After the delay, we again clear the display and draw a slightly larger."
1220,0,Art pattern using draw line blocks creating the beating effect.
1221,0,Once again we refresh the display and add a one second delay.
1222,0,These steps repeat continuously making the heart look like it is beating.
1223,0,Now let us move to the wiring diagram.
1224,0,The dot matrix display is connected to the board using DIN.
1225,0,CLK and CS pins along with power and ground.
1226,0,"After completing the wiring, we upload the program to the board."
1227,0,"Once uploaded, the dot matrix shows a red beating heart, confirming that the project is working successfully."
1228,0,Thank you for watching.
1229,0,Hello in this video we are going to create a project named Invasion alarm which is project 17 and this project helps us detect unwanted movement in a particular area and alert the user instantly.
1230,0,Let us start by opening the Wiz Robo application.
1231,0,On the screen now we click on Create New Project and select the board.
1232,0,Here we choose the board as was Inventor Kit.
1233,0,"After selecting the board, the programming interface opens."
1234,0,Now we move to the coding section.
1235,0,"First we drag the block when Arduino begin, which runs once when the board is powered on."
1236,0,Inside this block we add the serial begin block and set the baud rate to 9600 so that the Arduino can communicate with the serial monitor properly.
1237,0,This step is important for viewing.
1238,0,Output messages during testing.
1239,0,Next we add the forever loop which keeps running continuously.
1240,0,"Inside the forever loop, we place an if else condition to check the PIR motion sensor."
1241,0,"Here we use the read interface block, select IO5 as the pin and choose PIR motion sensor as the input device."
1242,0,"Now if motion is detected, the condition becomes true and the Arduino prints the message someone invaded on the serial monitor and also activates the LED and buzzer to give visual and sound alerts."
1243,0,"If motion is not detected, the condition becomes false and the Arduino prints no one on the serial monitor indicating the area is safe."
1244,0,We also add a weight of one second to keep the output stable and readable.
1245,0,Now let us move to the wiring diagram.
1246,0,"The air sensor VCC is connected to five volts, G&D to ground and the out pin to IO5."
1247,0,"The LED is connected with a resistor to a digital output pin and ground, and the buzzer is connected to another digital."
1248,0,Output pin and ground.
1249,0,After completing the wiring we upload the program.
1250,0,Now we open the serial monitor and set the baud rate to 9600.
1251,0,When there is no movement it shows no one and when motion is detected it shows someone invaded confirming the invasion.
1252,0,Alarm system is working successfully.
1253,0,"Hello so today we will learn how project 16 time bomb works by understanding the code, wiring and output."
1254,0,In the code when the Arduino starts all button pins are set as input and the buzzer pin is set as output.
1255,0,The dot matrix display is initialized using the DIN and CLK pins.
1256,0,"Its brightness is adjusted, and a global variable is declared to store the countdown time inside the loop."
1257,0,The matrix display is continuously cleared and refreshed.
1258,0,Pressing the increase button raises the timer value while the decrease button lowers it and the updated value is shown on the TM1650 digital tube display.
1259,0,"When the start button is pressed, the countdown begins and the value decreases step by step."
1260,0,"During this process, the dot matrix shows ball related symbols and the buzzer."
1261,0,Turns on and off with delays to give warning beeps.
1262,0,"If the timer reaches 0, the buzzer sounds an alarm and the matrix displays an explosion style image."
1263,0,"A reset button allows the system to stop the alarm and return the timer to 0, and the code also ensures the value does not exceed its limit for wiring."
1264,0,All buttons are connected to their respective interface pins on the board with common power and ground.
1265,0,The dot matrix display is connected using its DIN and CLK pins along with VCC.
1266,0,G and the TM1650 digital tube display is connected through its data and clock lines to show the countdown clearly.
1267,0,The buzzer is connected to a digital output pin and ground so it can be controlled directly by the program as the output.
1268,0,"When the board is powered, the digital tube shows the set time."
1269,0,Ressing the buttons increases or decreases the value.
1270,0,"Once the countdown starts, the numbers reduce smoothly."
1271,0,The dot matrix displays animated bomb expressions and the.
1272,0,"Hello everyone, welcome back to the Wiz Inventor KITIN this project we are working with a programmable responder system."
1273,0,This system is used in quiz competitions and classrooms where students press buttons to answer questions.
1274,0,The system checks the responses using LED's.
1275,0,And helps improve students reaction time and attention.
1276,0,Now let us understand how the program works.
1277,0,We are simply understanding the logic behind the program.
1278,0,"First, several pins are configured."
1279,0,The following pins are set as input.
1280,0,IO16IO17IO18IO19 These pins are connected to the buttons.
1281,0,The following pins are set as output.
1282,0,IO12IO13IO14 IO 27.
1283,0,These pins are connected to the LED's that indicate the response result.
1284,0,Then a global variable named item is created and initialized with the value 0.
1285,0,This variable is used as a control flag for the system.
1286,0,"Now the program enters the forever loop, which keeps running continuously."
1287,0,"First, the LED on IO27 is turned on."
1288,0,This LED indicates that the system is ready to receive responses.
1289,0,Now the program checks if the button connected to ion 19 is pressed.
1290,0,The system starts the response round.
1291,0,"Once the round starts, all LEDs IO12IO13IO14 IO 27 are turned off."
1292,0,To clear any previous result dot.
1293,0,A short delay of 0.2 seconds is given.
1294,0,Now the program enters a loop that continues until item becomes one dot.
1295,0,This means the system will keep waiting until a valid response is received.
1296,0,"Inside this waiting loop, the program monitors three buttons."
1297,0,"If the button on IO18IS pressed, the LED on IO12 turns on and item is set to 1 dot."
1298,0,"If the button on IO17 is pressed, the LED on IO13 turns on, an item is set to 1 dot."
1299,0,"If the button on iOS 16 is pressed, the LED on IO14 turns on and item is set to 1 dot."
1300,0,After uploading the code as soon as any one of these.
1301,0,"Buttons as pressed, the value of item becomes one and the system stops checking further buttons."
1302,0,"This ensures that only the first response is accepted, just like in a real quiz competition."
1303,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1304,0,This is the extended version of the Mini Lamp project.
1305,0,First open the Wiz Robo app on your computer.
1306,0,Now connect the Wiz Inventor kit using a USB cable and select the correct COM port.
1307,0,Once the kit is connected we can start.
1308,0,"Loading this project, we will control a lamp using a button."
1309,0,"When the button is pressed, the lamp will turn on."
1310,0,"When the button is released, the lamp will turn off."
1311,0,Now let us build the program step by step.
1312,0,First go to the event section and drag when Arduino began.
1313,0,Next go to the pin section and set IO4AS output for the lamp.
1314,0,LED IO15 as input for the button.
1315,0,Now go to the control section and add the forever block.
1316,0,Inside the forever block add an if else statement for the condition choose interface IO15 button will be pushed.
1317,0,"If this condition is true, it means the button is pressed besso inside the if part addled pin IO4 out hi GH."
1318,0,This turns the lamp on to I and the else part addled pin IO4 out LW.
1319,0,This turns the lamp off when the button is not pressed.
1320,0,Now upload the program to the Wiz inventor kit.
1321,0,"After uploading press the button, the lamp turns on."
1322,0,"Release the button, the lamp turns off."
1323,0,"So in this extended version of the Mini Lamp project, we learned how to use conditional logic to control a device using a button."
1324,0,Thank you for watching.
1325,0,---------Inventer-kit-video 9 -----------
1326,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1327,0,This is project 14 counter.
1328,0,In this project we have already written the program and now we are simply going to understand how the code works this counter.
1329,0,And count from zero to 9999 using three buttons.
1330,0,"1 button is used to increase the number, one is used to decrease the number and one is used to reset the counter."
1331,0,The value is shown on a 4 digit digital display.
1332,0,Let us understand the logic of the program.
1333,0,First 3 pins are configured as input IO17IO18 and IO19.
1334,0,These are connected to the three buttons.
1335,0,Then a global variable named item is created.
1336,0,This variable stores the current number that we see on the display.
1337,0,Now the program enters the forever loop.
1338,0,Which keeps running continuously.
1339,0,"Inside this loop, the program checks each button."
1340,0,"If the button on IO19 is pressed, the value of item increases by one."
1341,0,"If the button on IO18IS pressed, the value of item decreases by 1."
1342,0,"If the button on IO17 is pressed, the value of item is reset to 0."
1343,0,After this the program checks one important condition.
1344,0,"If the value becomes greater than 9999, it is automatically set back to 0."
1345,0,This keeps the number within the range of the four digit display finally.
1346,0,The updated value of item is sent to the display using the TM1650 display block and a small delay of 0.2 seconds is added so that the counting remains smooth and readable.
1347,0,"So the program continuously listens to the buttons, updates the number and refreshes the display."
1348,0,This is how the counter works.
1349,0,Now upload the program to the Wise Inventor Kit.
1350,0,"After uploading, press IO19 button, the number increases, ress IO18 button, the number decreases, press IO17 button, the counter resets."
1351,0,The display always stays between 0 and 9999.
1352,0,"So in this project we learned how to create a multifunction digital counter using buttons, variables and display control."
1353,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1354,0,This is Project 13 Mini lamp.
1355,0,First open the Wiz Robo app on your computer.
1356,0,Now connect the Wiz Inventor kit using a USB cable and select the correct COM port.
1357,0,Once the kit is connected we can start coding.
1358,0,I end this project.
1359,0,We will control a lamp using a button and observe the button status using the serial monitor.
1360,0,Now let us understand the working principle.
1361,0,"When the button is not pressed, voltage from VCC passes through a resistor and provides a high signal to the input pin."
1362,0,"When the button is pressed, the pin is connected to G&D producing."
1363,0,Low signal the resistor prevents a short circuit between VCC and GND.
1364,0,Now let us build the program.
1365,0,First go to the events section and drag when Arduino begin.
1366,0,Then go to the serial section and add serial zero.
1367,0,Begin baudrate 9600.
1368,0,Next go to the pin section and add set pin IO15 mode input.
1369,0,Now go to the control section.
1370,0,And add the forever block.
1371,0,Inside the forever loop go to the serial section and drag serial zero print key status in no wrap mode.
1372,0,Then add another serial block and choose Print the state value of button in interface IO15 in wrap mode.
1373,0,Now upload the program to the Wiz Inventor kit.
1374,0,After uploading open the serial monitor and set the baud rate.
1375,0,"The 96-O dot when you press the button, the serial monitor will display key status 0."
1376,0,"When you release the button, it will display key status once."
1377,0,"So in this project we learned how to read a button input, understand its logic level."
1378,0,And display the result using serial communication.
1379,0,Thank you for watching.
1380,0,"Hello everyone, welcome back to the Wiz Inventor kit."
1381,0,This is Project 12 servo motor.
1382,0,First open the Wiz Robo app on your computer.
1383,0,Now connect the Wise Inventor kit using a USB cable and select the correct COM port.
1384,0,Once the kit is connected we can start coding.
1385,0,"I end this project, we will control a servo motor."
1386,0,Data servo motor is a high precision motor that can rotate up to 180°.
1387,0,"It is lightweight, fast, stable and commonly used in robots, automatic doors and smart devices."
1388,0,Now let us understand the working principle.
1389,0,Data servo motor has three wires brown for.
1390,0,DND read for VCC 3 point 3V or 5V orange for the signal pin.
1391,0,The rotation angle of the servo is controlled using PWM signals.
1392,0,"To be why changing the pulse width of the signal, we control the servo angle from 0° to 180°."
1393,0,Now let us build the program.
1394,0,First go to the events section and drag when Arduino begin.
1395,0,"Next, go to the Variables section and create a global variable."
1396,0,"Set its type to int, name it angle and assign its initial value to 0 dot."
1397,0,Now go to the control section and add the forever block.
1398,0,"Inside the forever loop, drag a Repeat 180 times block."
1399,0,Inside this block add Change angle by plus plus.
1400,0,Then go to the servo section.
1401,0,Drag servo pin IO 4 channel Ch 0° variable angle delay 15.
1402,0,This rotates the servo smoothly from 0° to 180°.
1403,0,Next at another repeat 180 times block inside it add change angle by again place the servo pin IO 4 channel CH-0.
1404,0,Degree Variable Angle delay 15 block.
1405,0,This rotates the servo smoothly from 180° back to 0°.
1406,0,Now upload the program to the Wiz Inventor kit.
1407,0,"After uploading, the servo will rotate from 0° to 180° and then from 180° back to 0° repeating continuously dot so in this project."
1408,0,"We learned how to control a servo motor using variables, loops and PWM signals."
1409,0,Thank you for
1410,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1411,0,This is Project 11 LCD display.
1412,0,First open the Wiz Robo app on your computer.
1413,0,Now connect the Wiz Inventor kit using a USB cable and select the correct comport.
1414,0,"Once the kit is connected, we can start coding."
1415,0,I and this project we are using an I2C16O2 LCD display.
1416,0,It is a 16 character wide two line screen used to display text numbers and sensor values.
1417,0,"This display is widely used in smart home systems, robotics and industrial monitoring."
1418,0,Now let us build the program.
1419,0,First go to the event.
1420,0,Arduino begin.
1421,0,Next go to the LCD section and drag init LCD I2C address 0X27.
1422,0,This initializes the LCD for communication then drags.
1423,0,Set LCD backlight on.
1424,0,This turns on the LCD screen light.
1425,0,Now go to the control section and add the forever block.
1426,0,Inside the forever loop we place the.
1427,0,Display commands.
1428,0,First add set LCD cursor position X2Y0 dot.
1429,0,This positions the cursor on the 1st row.
1430,0,Then add LCD print.
1431,0,Welcome to Next add set LCD cursor position X2Y1 dot.
1432,0,This moves the cursor to the second row.
1433,0,Then add LCD print.
1434,0,Was robo.
1435,0,Now upload the program.
1436,0,"To the Wise Inventor kit, after uploading the LCD will display Welcome to his Robo."
1437,0,"If the characters are unclear, gently adjust the backlight potentiometer on the LCD using a small screwdriver dot."
1438,0,So in this project we learned how to control an LCD display.
1439,0,Position the cursor.
1440,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1441,0,This is Project 10 Matrix display.
1442,0,First open the Wiz Robo app on your computer.
1443,0,Now connect the Wiz Inventor kit using a USB cable and select the correct COM port once the kit is connected.
1444,0,We can start coding in this project.
1445,0,We will use an 8 by 8 LED dot matrix display.
1446,0,This display contains 64 LED's arranged in rows and columns.
1447,0,"Using programming we can control each LED to display characters, numbers and images."
1448,0,The dot matrix is controlled by a special chip called Max 7219.
1449,0,Which communicates with the Arduino using SPI communication.
1450,0,This makes controlling the display fast and easy.
1451,0,Now let us build the program.
1452,0,First.
1453,0,Go to the events section and drag.
1454,0,Go to the event section and drag.
1455,0,Go to the matrix display.
1456,0,Go to the matrix section and Dragonite matrix dissected and dragon and through CLI 18 CSI.
1457,0,"This initializes the dot matrix initialize communication matrix then drag matrix display, set brand drug and set the value to three dot."
1458,0,This controls how bright the LED's glow brighter the left section and add the forever people section inside the forever block.
1459,0,Drag made this display image and choose any image like image and choose any after that.
1460,0,Refresh the display of matrix display.
1461,0,Display the display so the image appears on the dot matrix.
1462,0,So the image appears on the dot matrix.
1463,0,Now programmed to the Wiz Inventor kit.
1464,0,After upload is inventor dot matrix or display the selected image continuously dot SOS continuously declined.
1465,0,How to control a dot matrix?
1466,0,We learned how to adjust brightness and show images using Arduino.
1467,0,Programming.
1468,0,Thank you for watching.
1469,0,"One, welcome back to the Wiz Inventor Kit."
1470,0,Now we are continuing project 9 digital tube display with an extended program.
1471,0,I and the previous project we displayed a fixed number.
1472,0,I end this version we will display dynamic counting from 1 to 9999.
1473,0,"First, open the Wiz Robo app and connect the Wiz Inventor kit using a USB cable."
1474,0,Select the correct COM port and get ready to code.
1475,0,Now let us build the program step by step.
1476,0,First drag the one Arduino begin block.
1477,0,Next create a global variable set.
1478,0,It's typed tenant.
1479,0,Name it item and assign its initial value to 0.
1480,0,Now go to the control section and add the forever block.
1481,0,"Inside the forever loop, drag a repeat 9999 times block."
1482,0,This means the display will count from one up to 9999.
1483,0,"Inside this repeat block, go to variables and drag change item by plus."
1484,0,Plus this increases the value of the variable one step at a time.
1485,0,Next go to digital tube and drag the block TM1650 display string variable Item.
1486,0,This sends the current value of item to the display.
1487,0,Now add a.
1488,0,Weight block of 0.5 seconds.
1489,0,This controls the speed of counting.
1490,0,"After the repeat loop finishes at the block, set item to 0 dot."
1491,0,This resets the counter so the counting can start again from .
1492,0,Now upload the program to the Wiz Inventor Kit.
1493,0,"After uploading, the digital display will start counting from 1 to 9999, changing the number every half second and then repeat again."
1494,0,"So in this extended project, we learned how to create a dynamic counting display using variables, loops and timing."
1495,0,Thank you for watching.
1496,0,-----------
1497,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1498,0,This is Project 9 Digital tube display.
1499,0,First open the Wiz Robo app on your computer.
1500,0,Now connect the Wiz Inventor kit using a USB cable and select the correct COM port.
1501,0,"Once the kit is connected, we can start coding."
1502,0,I end this project.
1503,0,We will use a four digit digital tube display.
1504,0,This display can show numbers from zero to 9 and even simple letters.
1505,0,"It is commonly used in clocks, counters and many electronic devices."
1506,0,Now let us build the program first go to the events section and drag when Arduino begin next.
1507,0,Go to the control section and drag the forever block.
1508,0,"Inside the forever loop, go to the digital tube section and drag TM1650 display string block."
1509,0,Set the value to 9999.
1510,0,That's it.
1511,0,Now upload the program to the Wiz Inventor kit.
1512,0,After uploading the digital display will continuously show the number 9999 dot.
1513,0,So in this.
1514,0,Roject We learned how to control a digital tube display and show numbers using simple code.
1515,0,Thank you for watching.
1516,0,---------Inventer-kit-video 16 -----------
1517,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1518,0,This is Project 8 Music performer.
1519,0,"First, open the Wiz Robo app on your computer."
1520,0,Now connect the Wiz Inventor kit using a USB cable and select the correct comport.
1521,0,"Once the kit is connected, we can start."
1522,0,"In this project, we will use a power amplifier speaker to play music."
1523,0,This speaker allows us to play different musical notes and create simple melodies using code.
1524,0,Now let us understand the working principle.
1525,0,The electrical signal is sent from the coding box into the amplifier circuit.
1526,0,This signal is adjusted by a resistor which controls the volume then.
1527,0,Amplified by the 8002 B amplifier and finally sent to the speaker producing sound.
1528,0,Now let us build.
1529,0,Go to the events section and.
1530,0,Drag when Arduino began.
1531,0,Next go to the control section and add a forever block.
1532,0,Inside the forever loop we placed the tone blocks in sequence.
1533,0,Set tone pin IO5 frequency.
1534,0,"Note_C4 duration 500, then note_D4 duration 500, then note_E4 duration 500, then note_F4 duration 500, then note_G4 duration 500"
1534,1,", then note_G4 duration 500, then note_A4 duration 500 then note_before DURATION 500 dot after playing all the notes add the."
1535,0,"Note tone IO5 block to, stop the sound that then add a wait block of one second before repeating the music now upload the program to the Wiz."
1536,0,Inventor kit after uploading the speaker Will Play Musical.
1537,0,"Notes in, this order do re me FA so la C."
1538,0,And this melodywill repeat continuously dot.
1539,0,"So in this project, we learned how to create music using frequencies, timing, and sound control."
1540,0,Thank you for
1541,0,---------Inventer-kit-video 17 -----------
1542,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1543,0,This is Project 7 Active buzzer.
1544,0,First open the Wiz Robo app on your computer.
1545,0,Now connect the Wiz Inventor kit using a USB cable and select the correct COM port.
1546,0,Once the kit is connected we can start coding.
1547,0,"Then active buzzer is a component used as an alarm, a reminder or an entertaining device to."
1548,0,It produces sound automatically when a DC voltage is applied.
1549,0,Now let us understand how the active buzzer works.
1550,0,dot an active buzzer contains in.
1551,0,Internal oscillator called a multivibrator.
1552,0,"When the buzzer receives a high signal, current flows inside and it produces sound."
1553,0,"When the buzzer receives a low signal, the circuit is disconnected and the buzzer becomes silent."
1554,0,Now let us build the program first.
1555,0,Becomes silent.
1556,0,Now let us build the program.
1557,0,First go to the event section and drag the block when Arduino began.
1558,0,"Next, go to the control section and drag the forever block."
1559,0,"Inside the forever loop, go to the buzzer section and drag buzzer pin IO5 out high."
1560,0,This turns the buzzer on and it starts making sound now at a wait block of one second.
1561,0,Then drag buzzer pin IO5 out low.
1562,0,This turns the buzzer off and the sound stops at another weight block of one second.
1563,0,Now upload the program to the Wiz Inventor kit.
1564,0,"After uploading, the buzzer will beep for one second, then stay silent for one second, and then."
1565,0,---------Inventer-kit-video 18 -----------
1566,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1567,0,This is Project 6 Waterflow Light.
1568,0,"First, open the Wiz Robo app on your computer."
1569,0,Now connect the Wiz Inventor kit using a USB cable and select the correct COM port.
1570,0,"Once the kit is connected, we can start coding."
1571,0,In this project we will create a water flow light effect using LEDs.
1572,0,This effect looks like flowing water because the LED's turn on and off 1 by 1 in sequence.
1573,0,Now let us build the program step by step.
1574,0,First go to the events section and drag when Arduino begin.
1575,0,Then go to the pin section and set the following pins as output.
1576,0,"Set IO12AS output, set IO13AS output."
1577,0,Set IO14AS output.
1578,0,Set IO15AS output.
1579,0,Now go to the control section.
1580,0,And add a forever block Inside the forever loop.
1581,0,We control the LED's one by one.
1582,0,"First turn LED IO15 low and LED IO12 high, then weight 0.2 seconds."
1583,0,"Next turn LED IO12 low and LED IO13 high, then weight 0.2."
1584,0,Next turn LED.
1585,0,---------Inventer-kit-video 19 -----------
1586,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1587,0,This is Project 5 Rainbow Ambient Light.
1588,0,"First, open the Wiz Robo app on your computer."
1589,0,Now connect the Wiz Inventor kit using a USB cable.
1590,0,And select the correct comport.
1591,0,"Once the kit is connected, we can start coding."
1592,0,In this project we are using a 2812 RGB LED strip.
1593,0,"This is a programmable colorful LED strip where we can control the color, brightness and pattern of each LED."
1594,0,"It can be used as ambient decoration, a music light or even as an alarm indicator."
1595,0,Now let us build the program step by step.
1596,0,First go to the events section and drag the block when Arduino begin.
1597,0,Next go to the RGB LED section and drag in it RGB LED.
1598,0,Set the length to six and the.
1599,0,"Into IO 15, then drag the block, set brightness and set the value to 20."
1600,0,This controls how bright the LEDs will glow.
1601,0,Now go to the control section and add a forever block.
1602,0,"Inside the forever loop, we start assigning colors to each pixel."
1603,0,"Set pixel zero to red, set pixel one to green, set pixel 2 to blue, set pixel 3 to yellow, set pixel 4 to pink, set pixel 5 to white after setting all the colors."
1604,0,Add the refresh block.
1605,0,This updates the LED strip and displays the colors.
1606,0,Now upload the program to the Wiz Inventor Kit.
1607,0,"After uploading, the RGB strip will light U in a beautiful rainbow pattern, creating a colorful ambient light effect."
1608,0,"O In this project we learned how to control RGB LEDs, manage brightness, and create dynamic lighting effects."
1609,0,Thank you for watching.
1610,0,---------Inventer-kit-video 20 -----------
1611,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1612,0,This is Project 4 traffic light.
1613,0,"First, open the Wiz Robo app on your computer."
1614,0,Now connect the Wiz Inventor kit using a USB cable and select the correct COM port.
1615,0,"Once the kit is connected, we can start coding."
1616,0,A traffic light is used to control the movement of vehicles and pedestrians.
1617,0,It uses three colors.
1618,0,"Red means stop, Yellow means caution, green means proceed."
1619,0,Now let us build the program step by step.
1620,0,First go to the events section and drag when Arduino begin.
1621,0,Then go to the pin section and set the following pins as output.
1622,0,Set IO 27 as output.
1623,0,Set IO26AS output.
1624,0,Set IO25AS output.
1625,0,Now go to the control section and add a forever block.
1626,0,"Inside the forever loop, first turn the green light on using LED pin IO 27 out high."
1627,0,"Then add weight 5 seconds, then turn it off using LED pin IO 27 out low."
1628,0,Next we create the yellow light blinking at a repeat three times block.
1629,0,Inside it Turn LED Pin IO 26 High Weight 0.5 seconds.
1630,0,Turn LED Pin IO 26 Lowy Weight 0.5 seconds.
1631,0,"Finally, turn the red light on using LED pin IO 25 out high."
